domain,label
maxkz.com/92270a5e229e551bdbd872eaaf75cb67/login.html,Fake
eacc.co/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code173/security/login.php,Fake
eacc.co/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code160/security/login.php,Fake
eacc.co/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code350/security/login.php,Fake
eacc.co/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code352/security/login.php,Fake
aradtg.ir/paypal.co.info.com.nz.au/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5fa7a8f6da5f49de4990b8666428af693fa7a8f6da5f49de4990b8666428af693,Fake
www.cmu1h.com/dll/index.htm?amp;app=com-d&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
entretecno.cl/includes/facte/d66d798f8546172f3ded6356d1e445bb/webscr.php?dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5&cmd=_login-run,Fake
freakfunda.com/www.paypal.com/login.htm,Fake
lesmacaronsdebastien.com/images/7128837409/143493053/,Fake
yardimli.net/engine/index.php?allegro.pl/&amp;bmw-x5-3-0d-kamera-comforty-logic7-pl.html,Fake
us.battle.net.ok.wwweb.asia/login/en/login.html?app=wam&ref=www.battle.net/account/&eor=0&app=bam,Fake
getir.net/r8h7,Fake
www.zipgospel.net/form.asp.htm,Fake
www.ccswy.com/css/?app=com-d3&amp;us.battle.net/login/en/?ref=http/::us.battle.net:d3:en:index,Fake
spaingolf.ru/migi.php,Fake
us.battle.net.ok.qqweb.asia/login/en/login.html?app=bam&eor=0&ref=www.battle.net/account/&app=wam,Fake
us.battle.net.ok.qw-rs.com/login/en/login.html?app=bam&app=wam&eor=0&ref=battle.net/account,Fake
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&eor=0&ref=https:battle.net/account/&app=wam,Fake
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&app=wam&eor=0&ref=battle.net/account,Fake
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&app=wam&eor=0&ref=https:battle.net/account,Fake
us.battle.net.ok.ttweb.asia/login/en/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,Fake
www.paypal-eu.de/login/69673/index.php,Fake
mariachisadomicilio.cl/images/ben/01ccb5def9db4f9ad47533e195a93db7/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
us.battle.net.ok.qqweb.asia/login/en/login.html?app=bam&amp;eor=0&amp;ref=www.battle.net/account/&amp;app=wam,Fake
www.paypal-eu.de/login/45566/index.php,Fake
us.battle.net.ok.qqweb.asia/login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=www.battle.net/account,Fake
mariachisadomicilio.cl/images/ben/7b30f67b1bbadcc0d8d04885fd1a9844/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&amp;eor=0&amp;ref=https:battle.net/account/&amp;app=wam,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA2MTQ4Mg,Fake
mariachisadomicilio.cl/images/ben/eebd659e08d098fd5f6ffbc0669d2182/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=battle.net/account,Fake
home.microsoftonline.com.lucianocairuz.com/WebMail_Server/webmail.htm,Fake
us.battle.net.login.en.rrweb.asia/login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=www.battle.net/account,Fake
www.dhss.org.rs/templates/beez5/images/txt.htm,Fake
us-battle-net.ccwow.asia/login/en/login.html?app=wam&amp;eor=com-d3&amp;ref=battle.net/account,Fake
getir.net/r87u,Fake
www.guttemplertreff.de/phpBB2/chat/www.paypal.co.uk/index.php?cmd=_login-submit&dispatch=5885d80a13c0db1f998ca054efbdf2c25fe4a05bcb33bff68c4fe49456517e3e,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1MzgyNg,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1MzgxMQ,Fake
infroeh.addr.com/xy71scde/webscr.php?cmd_=session.start&sdr01=aG9yc3RrYXBwZWxAYW9sLmNvbQ==&ixh=Z2VueW1lYXJ6Lm9yZw=Message-ID:&ctr_=DE,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1NDk3MA=,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1MzgyNg=,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1MzgzMQ=,Fake
www.hnqsfz.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,Fake
www.paypal-login.de/login/48791/index.php,Fake
www.paypal-eu.de/login/59634/index.php,Fake
www.stadtbetriebe-ahrensburg.de/ola/a/b/www.paypal.co.uk/login/ipoi/,Fake
www.stadtbetriebe-ahrensburg.de/ola/a/b/c/d/www.paypal.co.uk/login/ipoi/,Fake
www.stadtbetriebe-ahrensburg.de/ola/a/www.paypal.co.uk/login/ipoi/,Fake
www.tecdiary.org/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code11/security/,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1NDk3MA==,Fake
infroeh.addr.com/xy71scde/webscr.php?cmd_=session.start&sdr01=aG9yc3RrYXBwZWxAYW9sLmNvbQ==&ixh=Z2VueW1lYXJ6Lm9yZw==&ctr_=DE,Fake
www.ppok.asia/login/en/index.htm,Fake
infroeh.addr.com/xy71scde/webscr_prim.php?aW5mcm9laC5hZGRyLmNvbQ==uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDA1MzgzMQ==,Fake
c51l5ki6.myutilitysite.com/Paypal-Com/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e50f5f778e46f8fa33a7bb1662eed6fba40f5f778e46f8fa33a7bb1662eed6fba4,Fake
www.paypal-eu.de/login/70529/index.php,Fake
www.paypal-login.de/login/80540/index.php,Fake
www.paypal-login.de/login/73647/index.php,Fake
mx.lasertk.ru/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/update.php,Fake
www.paypal-login.de/login/17204/index.php,Fake
www.paypal-eu.de/login/65160/index.php,Fake
www.dhl-paketempfang.de/95930/index.php,Fake
txellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1/webscr.html?amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0&amp;cmd=_login-runtxellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1/webscr.html?amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0&amp;cmd=_login-run,Fake
www.dhl-meinestation.de/69445/index.php,Fake
www.123660.com/img/index.htm,Fake
'www.123660.com/img/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
envirotechpestcontrol.co.uk/paypal/,Fake
www.italyguide.com/accoglienza/b_b/foto/login.jsp.htm,Fake
www.ccswy.com/css/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
www.mariorenzi.it/wp-content/uploads/recensioni/Trulia/index.htm,Fake
login.03884.maxkz.com/f43b365ac5176462bc563480c505ba93/login.html,Fake
mail.gracco.cl/icons/.tehnic/wp/index.html,Fake
'ksc-kw.com/www.paypal.com/secure\%2Dcode129/security/',Fake
ksc-kw.com/www.paypal.com/secure-code129/security,Fake
www.304050.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
www.ccswy.com/css/?app=com-d3&amp;ref=us.battle.net/d3/en/index,Fake
www.cnwaxpd.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
www.bvmsrl.com/old_site/mambots/editors/ing/index.html,Fake
www.ticketyahoo.com/page/vote.php?pid=55,Fake
tvs-kalimalang.co.id/wp-includes/js/swfupload/plugins/Netb.htm,Fake
laurencemason.net/bioshot3a.php,Fake
www.softether.com.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
center-resolution-paypal.cgi-bin.login98z7ed48z7daz8d94a9z8d4a8z7e8a4zd98az7e98az4d9a8ze7987.twinsway.com/8bcaa00e98e5f16c1cfc17558cc70e31/,Fake
center-resolution-paypal.cgi-bin.login98z7ed48z7daz8d94a9z8d4a8z7e8a4zd98az7e98az4d9a8ze7987.twinsway.com/,Fake
www.crocodhiles.info/,Fake
www.rybkj.cn/jpg/?ref=us.battle.net/d3/en/index,Fake
'www.scaustu.com/img/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;app=com-d3',Fake
www.ticketyahoo.com/page/vote.php?pid=91,Fake
boxpackingmachinery.com/components/com_ag_google_analytics2/ldininvt.html,Fake
xxggzs.com/filmimg/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,Fake
melangestores.com/account/,Fake
'www.ccswy.com/css/?amp;amp;amp;us.battle.net\%2Flogin\%2Fen\%2F\%3Fref=http:\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
mail.gracco.cl/icons/.jumlaa/wp/index.html,Fake
jagexltd.v2hd.com/,Fake
www.vantagensfidelidade.com/,Fake
www.betoteste2012.xpg.com.br/,Fake
citerman.com/wp-includes/default.php,Fake
www.mariorenzi.it//wp-content/uploads/recensioni/Trulia/index.htm,Fake
services.runescape.com.m-weblognis.tk/m=sof_spins/freespins.ws?offer=MGF4OTg2cTMyeGExOTF4NXJydDI=,Fake
www.stutsmansoft.com/forum/cache/default.php,Fake
paypal.com.cy.cgi.bin.webscr.cmd.login.f14de58cef.welcompak.com/paypal-fr/2b3c2d0763f57d978da0ccfc07a3248a/#,Fake
www.hnyjdw.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
www.ufdz.net/css/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
'xxggzs.com/filmimg/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.cnwaxpd.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
cores2013.netne.net/vaidevisa/vaidevisa/asp/conta/autentica/autentica.php,Fake
www.royal-homes.co.uk/images/stories/P7/login.htm,Fake
"'services.runescape.com.log-ws.cu.cc/m=forum/g=runescape/sl=0/forums.ws27,16,650,63400522/'",Fake
assistenzaa.twomini.com/opencart_v1.5.4.1/cmd_logi.php,Fake
www.royal-homes.co.uk/images/stories/P7/thanks.htm,Fake
'www.softether.com.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
employment4all.in/administrator/components/com_akeeba/assets/index.htm,Fake
definitiveconcrete.com/images/test/,Fake
extreme.tradesd.com/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,Fake
'www.ccswy.com/css/?amp;app=com-d3&amp;amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.ccswy.com/css/?amp;amp;app=com-d3&amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
www.antiquevillas.com/~be/paypal/_webscr1.php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f3257403b474m3q3n4j3c5x4x3u3n2s3c304e2,Fake
www.geoserver.co.uk/_vti_cnf/privacy/mastercard_promocoes/,Fake
www-paypal-com-us-login-fghgh2562224523zer24563242fd.23252323ezr563254254erg32562324524fdf.h239zez2394845je92389482dkfj239295823js928234.3293dsj230949248748dj29385482jdsd92382485r72387.bostancihonda.com/Limit1000/,Fake
www-paypal-com-us-login-fghgh2562224523zer24563242fd.23252323ezr563254254erg32562324524fdf.h239zez2394845je92389482dkfj239295823js928234.3293dsj230949248748dj29385482jdsd92382485r72387.bostancihonda.com/Limit1000,Fake
multipremios.net63.net/,Fake
multipremios.net63.net/xxx/cadastro.html,Fake
showsecretary.ca/Paypal_Virefication/c467c66e809d4a068a6eebf4bc702117/new1/9e61dc749f340015a9b84d21e42c64fb/1d45b32d9fd90faceac911f0f377196c/,Fake
'www.dgsryh.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
gddsfdf.idomyweb.com/,Fake
www.cpiano.com/js/?amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
www.hkanson.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
www.notasdeviagem.net/security/vodafone_security_update.html,Fake
www.mmff-scut.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
employment4all.in/plugins/editors/xstandard/index.htm,Fake
www.wffms.com/tj/login.html?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
www.notasdeviagem.net/myaccount/vodafone_security_update.html,Fake
radiocoquimbo.cl/base/validate.php?s=qevf.wellsfargo.com/&amp;n=online.update,Fake
17thstop.com.sg/paypal/paypal/paypal/cycgi-bin/webscrcmd=_home-customer&amp;nav=1,Fake
ok.iiok.asia/login/en/login.html,Fake
www.304050.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,Fake
ppckick.com/Remax.net/index.htm,Fake
'www.czmdzx.cn/Img/index.htm?amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.czmdzx.cn/Img/index.htm?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
'www.czmdzx.cn/Img/index.htm?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.cpiano.com/js/?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
'www.cnwaxpd.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.cnwaxpd.com/js/?amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
'www.cnwaxpd.com/js/?amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.ccswy.com/css/?amp;amp;app=com-d3&amp;ref=us.battle.net/d3/en/index,Fake
'www.ccswy.com/css/?amp;amp;amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;app=com-d3',Fake
'paypal-information-update014.uniquemotorcenter.net/cgi-sys/suspendedpage.cgi?/cgi-\%',Fake
us.battle.net.en.qe-rs.com/login/en/login.html?app=bam&eor=0&ref=battle.net/account/&app=wam,Fake
www.ccswy.com/css/?amp;amp;app=com-d3&ref=us.battle.net/d3/en/index,Fake
www.czmdzx.cn/Img/index.htm?amp;amp;app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
www.cpiano.com/js/?amp;amp;app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
txellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1/webscr.html?amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0&cmd=_login-run,Fake
txellwebs.com/blog/wp-content/scap/bf7fd005d8cc6f7a3364cfb9601fa3d9/webscr.html?amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc660a2d7677811f7668cda7169a65293b660a2d7677811f7668cda7169a65293b&cmd=_login-run,Fake
txellwebs.com/blog/wp-content/scap/38b22c84ca53664c986e4c83f09a8dc7/webscr.html?amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcff6f402e79d40dd7b1713920874653c3ff6f402e79d40dd7b1713920874653c3&cmd=_login-run,Fake
www.304050.com/js/?amp;app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
txellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1/webscr.html?amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0&cmd=_login-run,Fake
constructoravym.cl/includes/bin/6ce319cfaf3d878b17dcae41ba066ea9/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
constructoravym.cl/includes/bin/bf6bc8607fe2219880309fb4f181c4a4/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
us.battle.net.en.wwweb.asia/login/en/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,Fake
www.doa.go.th/ard/templates/beez/images/Nets/auth_user/bins/auth0user.cgidate=354397671245442/pay_form_ec_cvv2.html,Fake
'login.live.com/login.srf?wa=wsignin1.0&rpsnv=11&ct=1349939301&rver=6.1.6206.0&wp=MBI&wreply=http:\%2F\%2Fmail.live.com\%2Fmail\%2FInboxLight.aspx\%3Fn\%3D117928483&lc=1033&id=64855&mkt=en-US&cbcxt=mai&snsc=1',Fake
www.times.uz/cli.php,Fake
fritiv.de/properties/index.htm,Fake
nrc3-g.com/c/4357/30021/?sid=B,Fake
'www.sevkon.net/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
'www.hkanson.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
www.stadtbetriebe-ahrensburg.de/ola/a/b/c/www.paypal.co.uk/login/ipoi/login.html?webscr=cmd_login,Fake
www.ticketyyahoo.com/page/vote.php?pid=97,Fake
www.yahoogoolg.com/page/index.php,Fake
02yahoo.02.51k4ping.com/page/index.php,Fake
www.yahoogame1.com/page/vote.php?pid=99,Fake
dongto.kr/bbs/globalsouces/index.html,Fake
secure.runescape.com.m-weblognis.tk/m=forum/forums.ws?154=333&amp;166=2147483403,Fake
barcaribepersona.xtrweb.com/verificaciondeseguridad.html,Fake
serviwebsite.idomyweb.com/,Fake
secure.runescape.com.m-forumslogins.tk/m=sof_spins/freespins.ws?offer=MGF4OTg2cTMyeGExNzZ4NXJydDI,Fake
services.runescape.com.m-forumslogins.tk/m=forum/forums.ws?154=489&166=2147483248,Fake
secure.runescape.com.m-forumslogins.tk/m=sof_spins/freespins.ws?offer=MGF4OTg2cTMyeGExNzZ4NXJydDI=,Fake
ankaraautocadkursu.net/inc/css/www.remax.com/,Fake
www.prudentialserl.us/,Fake
buymatbuild.com/wp-content/plugins/akismet/doi/,Fake
www.gsp-tunisie.net/images/Paypal/login.htm,Fake
www.brinquedosalf.com.br/modulos/signin.htm,Fake
printandsign.co.uk/webscr/paypal/index.php,Fake
www.czmdzx.cn/Img/index.htm?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;app=com-d3,Fake
'www.cpiano.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',Fake
www.remi33.fr/forwarding.htm,Fake
www.ms-clothing.com/File/default.aspx.htm,Fake
'us.battle.net-wow-net.d3-account.net/battle_net_account.php?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;app=bam',Fake
ok.oook.asia/login/en/login.html,Fake
www.conclusaoprivada2012.com/index.php,Fake
www.conclusaoprivada2012.com/541814215.php,Fake
paypal.com.cy.cgi.bin.webscr.cmd.login.f14de58cef.welcompak.com/paypal-fr/2b3c2d0763f57d978da0ccfc07a3248a/,Fake
txellwebs.com/blog/wp-content/scap/bf7fd005d8cc6f7a3364cfb9601fa3d9/webscr.html?cmd=_login-run&amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc660a2d7677811f7668cda7169a65293b660a2d7677811f7668cda7169a65293b,Fake
txellwebs.com/blog/wp-content/scap/38b22c84ca53664c986e4c83f09a8dc7/webscr.html?cmd=_login-run&amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcff6f402e79d40dd7b1713920874653c3ff6f402e79d40dd7b1713920874653c3,Fake
'www.hkanson.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',Fake
www.ccswy.com/css/?amp;amp;app=com-d3&amp;amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,Fake
en.oook.asia/login/en/login.html,Fake
www.hormonewellstore.com/paypal-all-country/paypal-update/index.htm,Fake
www.arabscoach.com//wp-includes/js/tinymce/plugins/media/absa_banking/index.php,Fake
'www.mmff-scut.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
'www.304050.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',Fake
grenpol.3owl.com/Upload-by-me-for-everything-surf-online/php-sql-injection-protect-by-my-self-home/pay_form_ec_cvv2.html?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fd,Fake
www.dinovitola.com/nets-dk/verifikationNets/Verifiedbyvisa/pbs.dk/WEB-POS.htm,Fake
www.dinovitola.com/nets-dk/186314e13e78c6ab7cea45a5b719f4d3/Verifiedbyvisa/pbs.dk/WEB-POS.htm,Fake
www.dinovitola.com/nets-dk/verifikationNets.php,Fake
www.srzis.com/libraries/phputf8/forms.asp.htm,Fake
vivapremios0101.comeze.com/xxx/cadastro.html,Fake
premiosouro100.uphero.com/,Fake
constructoravym.cl/includes/bin/692772b11169dc4309a162f031014c4c/details.php?cmd=_account,Fake
fotoestudioa.com/PayPal/Confirm.php,Fake
17thstop.com.sg/paypal/paypal/paypal/cycgi-bin/webscrcmd=_home-customer&nav=1/,Fake
constructoravym.cl/includes/bin/6ce319cfaf3d878b17dcae41ba066ea9/,Fake
constructoravym.cl/includes/bin/0648de4a3a1ad25446476d9e059a85b3/,Fake
leegc.com/bbs//data/2010/2012/Regions-Login.php,Fake
us.battle.net.login.en.rrweb.asia/login/en/login.html?amp;app=bam&amp;eor=0&amp;ref=www.battle.net/account/&app=wam,Fake
'www.ccswy.com/css/?amp;amp;app=com-d3&amp;amp;amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
'www.asideal.com/js/?amp;amp;app=com-d3&amp;amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',Fake
www.facturationautoentrepreneur.com//wp-content/plugins/,Fake
doctorsantis.cl/images/00/1fe53a9ae3e8d422e1916526b5e8c787/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
doctorsantis.cl/images/00/47c76ecf9120df050060aaae41f28a55/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
doctorsantis.cl/images/00/f7d12180123e64d9b9b822e39e2c51c6/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
dl.dropbox.com/s/xu6dn7qplpbwg03/index.html,Fake
peesbook.16mb.com/Facebook.html,Fake
mahamad.gwchost.com/login.html,Fake
3bancaribe.tz.to/,Fake
kufb.gwchost.com/login.html,Fake
albertocoto.com/media/system/css/uk/,Fake
eventsbyme.com/aceofheartscatering/images/styles/index.htm,Fake
facekurd.cixx6.com/facekurd.php,Fake
kurdclick.gwchost.com/login.html,Fake
www.europe-commerce.it/bpw_process.php,Fake
pvc.allalla.com/login.html,Fake
constructoravym.cl/includes/bin/57520264b58f552e38148c6540fe32c3/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
constructoravym.cl/includes/bin/c81a186eeba076d622834cad5fa3ec6b/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,Fake
provincialfires.com/index_files/grupo/zzgrupozz.php,Fake
stbcomputer.com/autodesk/components/www.paypal.com/dk/cgi-bin/webscr/cmd-login/a22f12994195efd8f910925df350d35e/login.htm,Fake
stbcomputer.com/autodesk/components/www.paypal.com/dk/cgi-bin/webscr/cmd-login/a382ba582e1ce33bef4e16143d1367c4/login.htm,Fake
moderators.1e.lt/w3bpag3/secure.runescape.com/m=weblogin/g=runescape/loginformaf2.html,Fake
beachley.id.au/secure-code4/security/,Fake
